"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Egypt, Arab Rep.","EGY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.65684509","73.07783508","68.25554657","53.82350159","53.93090057","63.86014175","71.35442352","78.95716858","97.20935059","106.66519165","113.24819946","125.25486755","150.71841431","150.61959839","167.24708557","183.43261719","153.48695374","113.97537994","125.54537201","","",
"Euro area","EMU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1749.83859580761","1791.32162760306","1995.30170102263","2500.5268042963","2859.11937539579","2976.51240003188","3145.95413041666","3568.94683519931","4029.94981380058","3963.63606027076","3849.36124639262","4113.71556774304","3836.01763817183","4017.89052405093","4105.87920432866","3521.92600083879","3592.65731130522","3779.21802215232","4063.49811438149","","",
"Eritrea","ERI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.75257683","14.51352882","15.21526051","18.9991188","22.12163734","20.64315796","22.02857018","17.96751404","19.32589912","22.39599228","24.63759232","33.50611496","26.19568443","29.78876877","31.86192322","26.75016403","22.77753258","21.17291069","23.78602791","","",
"Spain","ESP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1005.28399658","1045.05065918","1174.5793457","1641.05871582","1924.4453125","2060.33081055","2242.17822266","2606.17895508","2995.04980469","2937.53442383","2789.53393555","2909.11767578","2591.01611328","2629.60546875","2679.84814453","2349.23388672","2376.72119141","2522.64428711","2736.32324219","","",
"Estonia","EST","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209.71313477","214.70414734","250.48020935","349.05804443","455.06811523","524.68011475","600.50787354","832.73309326","1038.56225586","963.01965332","926.4541626","1015.96826172","1013.31420898","1144.64685059","1238.92700195","1112.9140625","1186.1027832","1350.38061523","1552.96875","","",
"Ethiopia","ETH","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.38449526","5.61692476","5.25928497","5.84133863","5.88065052","6.65360308","8.66179371","11.98231506","13.45180225","15.63803864","16.7058506","15.11116791","20.66479111","19.88365173","22.27192688","23.91623878","25.07559586","24.92481232","24.22611809","","",
"European Union","EUU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1431.69817719743","1474.15753260064","1650.36524262226","2070.73337533457","2373.4725219567","2485.46104425876","2635.65409976376","3008.33021778081","3417.60919987056","3341.37050811734","3265.36121760303","3520.99704498435","3294.77847081109","3461.83191515971","3535.9981293753","3036.96621901993","3102.55053200257","3273.17470440106","3525.05704192744","","",
"Fragile and conflict affected situations","FCS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3521571048252","39.3509498674016","33.0841704833273","36.9109422104559","42.9757176698152","48.4840983880626","63.8940696453924","75.347166404941","86.2610221232569","92.4816626779124","97.2881046860312","96.0878437243926","99.3939130927892","99.9957644070881","103.263306133425","97.6655614299853","86.4419409901946","89.6631947130503","76.5832269620691","","",
"Finland","FIN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1722.8326416","1806.0501709","2054.26293945","2606.77587891","3035.97875977","3228.95214844","3407.66552734","3911.96582031","4481.21679688","4347.12158203","4249.60205078","4715.93505859","4572.5234375","4892.09716797","4922.67578125","4127.14990234","4107.06298828","4233.46826172","4515.67724609","","",
"Fiji","FJI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.02472687","64.19293213","73.05122375","91.40223694","117.68310547","129.10894775","135.9334259","150.65686035","143.76724243","128.81492615","135.18281555","148.83114624","162.41473389","167.81893921","188.83387756","179.22154236","185.34791565","194.43591309","214.55378723","","",
"France","FRA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2161.85302734","2192.71582031","2449.75830078","3006.3059082","3458.62744141","3575.02514648","3814.27636719","4318.73876953","4812.53662109","4741.41552734","4598.3203125","4939.31054688","4651.10839844","4901.93310547","4998.66845703","4208.38623047","4268.17431641","4424.5078125","4690.07226563","","",
"Faroe Islands","FRO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.45785522","190.07368469","178.55958557","219.36360168","270.71679688","417.72436523","257.90270996","272.11096191","304.5819397","341.31835938","378.24478149","393.68103027","384.1512146","363.26303101","348.32009888","361.47207642","395.79208374","401.20025635","415.81680298","","",
"Gabon","GAB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.64353943","125.76939392","137.28015137","174.10043335","190.86567688","199.58547974","223.30055237","266.2097168","285.39224243","297.41537476","218.85838318","276.11819458","237.59547424","275.01934814","244.43147278","196.16505432","216.90785217","200.56188965","218.36860657","","",
"United Kingdom","GBR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2054.18041992","2128.29443359","2417.06103516","2833.67700195","3429.6472168","3599.93408203","3893.58862305","4505.46728516","4351.27685547","3892.01416016","3955.45141602","4208.41992188","4282.04882813","4350.25537109","4740.86865234","4472.52148438","4066.09350586","3978.6171875","4315.42773438","","",
"Georgia","GEO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.85281754","55.22227478","64.06044006","77.73462677","100.87417603","126.44508362","145.05230713","186.61778259","268.14035034","257.06176758","271.0166626","296.68869019","326.47607422","334.6890564","345.25598145","275.84082031","301.54577637","285.98770142","312.74691772","","",
"Ghana","GHA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.85551643","20.92321587","21.03129005","25.49957466","29.50203323","44.7131424","50.95217896","60.0993042","68.42399597","67.71266937","81.50324249","100.25246429","91.01084137","109.94523621","80.73294067","81.61917114","66.85653687","67.45523071","77.91143036","","",
"Gibraltar","GIB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.25868988","22.10671425","25.11627769","25.97815895","26.85185814","19.99720573","16.37105751","22.65211487","23.32725334","24.11268997","23.04640198","24.67529106","24.29986","26.61382103","37.69287872","44.68756485","39.55763626","36.50824356","38.31764221","","",
"Gambia, The","GMB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.86863708","41.45034027","39.55756378","30.87388229","34.72867203","35.80473328","35.87295151","38.60668182","42.96466064","36.94911575","35.2233963","33.1423111","31.41952705","27.41661644","22.47270203","20.98540878","21.80244827","22.71026421","22.15542793","","",
"Guinea-Bissau","GNB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.70239449","19.8405323","20.14164352","24.20259094","31.0591526","31.52978706","30.46108055","36.34542084","41.70643997","39.16440582","36.09091187","43.17166519","35.52560806","43.96840286","59.30418015","51.83914566","50.6244812","50.57252884","53.29457474","","",
"Equatorial Guinea","GNQ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.92737579","58.34743881","73.50776672","106.5741272","143.7288208","163.77030945","195.2540741","249.96153259","419.65899658","307.42001343","314.1137085","335.78268433","274.35205078","382.35394287","424.73120117","328.8190918","290.68115234","293.13339233","314.29876709","","",
"Greece","GRC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","885.41040039","1004.81542969","1168.82409668","1566.40979004","1782.69592285","1935.26757813","2052.87548828","2426.75952148","2840.50854492","2809.05957031","2564.36987305","2338.91577148","1948.24816895","1813.8782959","1705.11437988","1452.07446289","1488.1986084","1505.94140625","1566.89990234","","",
"Grenada","GRD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270.98391724","283.47583008","322.0144043","300.36419678","308.14840698","341.89974976","340.39715576","377.75787354","421.84429932","396.14376831","393.33410645","423.11541748","433.50952148","438.27972412","399.53253174","422.72177124","427.51272583","466.74960327","474.5328064","","",
"Greenland","GRL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.95554352","100.39343262","107.95598602","113.61289978","122.26273346","132.33413696","148.71377563","158.33392334","174.77886963","168.18478394","173.75178528","189.24290466","198.46655273","196.1355896","213.94274902","229.80619812","241.78253174","259.9125061","259.62017822","","",
"Guam","GUM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.1490097","60.86844635","65.68416595","68.69402313","79.27994537","87.48361969","101.88665771","129.22839355","143.80787659","154.46517944","176.95066833","190.93255615","195.220047","206.01229858","214.19898987","223.67767334","233.52494812","263.25814819","295.55789185","","",
"High income","HIC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2463.38661880361","2552.48157781824","2759.55106911079","3131.28804545373","3447.4948413692","3628.68405125913","3820.52509884128","4143.8709721612","4437.47219108243","4502.99447298907","4647.98178855125","4996.19335996747","5012.47510584895","5048.86489584745","5197.46600589292","5032.57523496087","5197.99498128867","5391.69711123649","5665.2234231969","","",
"Hong Kong SAR, China","HKG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.51774597","67.19782257","70.8179245","79.79921722","83.47966766","98.11772919","112.44800568","127.98851013","149.64785767","161.00054932","166.16116333","183.60168457","185.62591553","178.24165344","174.59979248","172.29205322","180.16775513","171.51489258","176.24726868","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1273797107905","16.2612867010537","16.9686398119334","19.7560775573457","23.2001868294665","26.5455732429075","30.8964109266252","36.2106310365268","40.6673439335013","41.1099653330849","43.0178276742561","48.0311501340476","47.4599051591402","51.2371527282369","51.6387058674274","51.2995679085226","51.0251912559885","53.2760292670122","46.527443872485","","",
"Croatia","HRV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","371.06213379","388.32489014","386.4440918","512.15209961","634.62030029","727.13104248","816.01702881","1041.03442383","1258.87243652","1187.54528809","1126.37365723","1132.49890137","1029.97119141","889.94451904","909.37164307","795.52081299","840.9050293","902.62524414","1014.22235107","","",
"Haiti","HTI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.78231049","26.90669823","21.99154663","18.31630516","23.67709351","24.89042091","28.71922302","37.11300278","39.96041489","40.94065857","54.9171524","75.70629883","73.7585144","58.3646965","64.02371216","67.40187836","59.13440323","62.72842407","64.24588013","","",
"Hungary","HUN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313.10858154","359.69747925","473.12783813","682.86566162","798.45361328","895.20330811","893.20300293","1003.25817871","1117.20227051","943.68768311","983.11083984","1063.43225098","961.1383667","990.63116455","1006.15649414","870.51922607","914.19354248","981.03887939","1081.80285645","","",
"IBRD only","IBD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.4203345227461","78.4955786396975","77.0795720098498","85.2767470208622","99.1952239722416","116.90857251193","136.032089433732","164.349018455291","198.054939629472","203.266650779663","234.779480216788","270.382485690884","288.339506776389","308.047439602122","315.177996426615","299.439680396024","295.589025653676","328.784579164084","343.893551095097","","",
"IDA & IBRD total","IBT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.867466615447","65.4903708595149","64.1947535681676","71.422834949045","82.7949520890937","97.291972894546","113.063011958688","135.831819335759","162.663447284873","166.153788998284","190.510230489724","218.29665981422","231.907387816103","247.989789722982","253.412623683728","240.624800033898","237.376700954455","261.618778909335","272.097329155038","","",
"IDA total","IDA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4673061464457","15.98012097432","16.7591173121006","20.8173686328836","23.6721641860536","27.498343102627","32.4160761550698","37.0346940964344","41.6677079233869","40.92516674703","44.494908590533","48.691981050261","50.6681252864597","54.8403010217571","57.4229915284521","56.5210361510981","54.3613128335017","54.8234985708258","54.1156904803739","","",
"IDA blend","IDB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3070517907845","18.420436765262","18.7744515664001","26.7476786222283","29.7886884041533","35.8252650078938","43.6720435526942","48.2108777587975","53.0093196528903","48.4039960579397","54.3501994314155","58.9740452452484","64.0891060594609","70.3741227394379","74.6579495667698","70.6380400775823","65.6751618594842","63.1170222116731","68.4178389342737","","",
"Indonesia","IDN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.20165443","17.69404984","19.90477753","26.67323875","27.17466164","35.50515366","46.20238876","58.18482971","61.95336533","65.10107422","92.45002747","107.66735077","107.24232483","107.29182434","108.83856201","99.65550232","109.93779755","110.04980469","111.67790985","","",
"IDA only","IDX","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0174453731064","14.7333907282408","15.7607076648665","17.8732395408526","20.6362364413872","23.3643105280836","26.8238410002412","31.4754756687072","36.0172845358501","37.1924845535607","39.4219312044701","43.3867324027175","43.731556616942","46.6282774989512","48.3104808530839","49.0571517408838","48.2123707589654","50.3668880346578","46.4324336434148","","",
"Isle of Man","IMN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.50239372","19.79767799","20.23548126","21.99779892","25.06458473","27.66702271","29.56233788","35.85623932","37.88212204","38.30339432","45.12977219","48.60390472","48.94621658","56.11839676","57.07431793","58.91690063","60.60255051","69.32007599","72.83453369","","",
"Not classified","INX","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1564.83740234","1823.73474121","2200.35742188","2910.93212891","3483.16064453","3938.19116211","4147.13232422","4858.64501953","5638.77929688","5502.88769531","5133.45507813","5570.70556641","5239.33789063","5331.60058594","5399.59863281","4561.73779297","4717.56835938","5019.70117188","5489.07080078","","",
"Iran, Islamic Rep.","IRN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.85904694","94.61769867","105.77094269","116.61520386","142.40454102","174.84387207","199.80201721","248.38494873","302.4498291","371.42010498","445.66363525","530.71380615","525.58483887","418.88528442","387.37609863","379.27563477","458.25817871","478.36148071","484.28659058","","",
"Iraq","IRQ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1536808","53.50862122","53.76188278","57.19505692","98.87436676","132.11465454","167.36329651","150.45606995","168.74902344","183.91607666","199.51622009","190.69332886","156.8372345","154.18597412","214.3563385","239.41305542","","",
"Iceland","ISL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2873.84814453","2557.26953125","3091.28833008","3955.02392578","4497.97412109","5213.47558594","5071.86962891","6085.48486328","4946.0625","3693.55688477","3644.80273438","3866.70727539","3705.37524414","4028.83154297","4474.37402344","4281.57568359","5067.69091797","6109.91210938","6530.93212891","","",
"Israel","ISR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1513.94470215","1559.08325195","1403.31604004","1433.67077637","1488.16137695","1555.03601074","1593.60986328","1799.73254395","2144.8215332","2039.00305176","2234.94970703","2437.04614258","2402.91577148","2678.36181641","2819.57177734","2670.46679688","2813.3359375","3212.79150391","3323.65063477","","",
"Italy","ITA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1524.23962402","1586.65710449","1762.53759766","2163.02539063","2565.62744141","2677.55224609","2832.69775391","3092.55883789","3504.11157227","3337.75073242","3217.68286133","3392.01269531","3086.30322266","3149.24267578","3154.27587891","2675.67163086","2699.73291016","2809.72143555","2988.99584961","","",
"Jamaica","JAM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191.47247314","177.26374817","171.27206421","146.88262939","179.38470459","186.54173279","182.25622559","246.01036072","276.53768921","223.11174011","249.08259583","267.73898315","254.50778198","247.21296692","249.72155762","276.05673218","276.45974731","311.87005615","320.97631836","","",
"Jordan","JOR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.14764404","170.04580688","174.00019836","171.04766846","184.51148987","193.5009613","202.44813538","227.0579071","293.36459351","328.34686279","305.29360962","313.93478394","305.71707153","289.82498169","297.8348999","310.6847229","298.80722046","337.75540161","330.14187622","","",
"Japan","JPN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740.67480469","2479.81152344","2404.64648438","2642.22705078","2875.93359375","2883.30004883","2754.37744141","2772.69702148","3213.69555664","3686.15429688","4060.4909668","5087.35644531","5212.18359375","4336.10693359","4099.28027344","3733.37646484","4174.42236328","4121.03662109","4266.58691406","","",
"Kazakhstan","KAZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.99633026","51.56954956","59.46535873","76.02937317","112.70569611","144.70140076","177.00895691","180.50115967","256.54428101","251.49954224","249.2689209","303.98086548","377.12728882","370.09402466","380.66009521","319.04992676","263.48373413","281.61776733","275.85461426","","",
"Kenya","KEN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.51720238","21.25755501","21.68992996","25.03597069","27.09413719","30.47352028","40.28915024","49.51648712","54.57352448","54.56043243","58.21165848","56.46788025","63.82013702","66.80593872","71.83386993","69.77667999","72.51428223","75.85467529","88.38527679","","",
"Kyrgyz Republic","KGZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.29036808","13.16161728","14.77255917","22.32097054","27.23155403","36.11393356","45.97068405","50.84462738","63.82300568","60.65092087","61.45378494","79.82953644","99.98524475","104.78458405","94.01564789","80.11972809","71.92367554","76.98123169","85.73608398","","",
"Cambodia","KHM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.73148346","22.56181908","24.55773354","25.21769905","28.98029327","32.49455261","33.02605438","30.96165657","49.2183609","55.96894836","54.29156113","66.20181274","69.04489136","71.99204254","73.28150177","72.03400421","77.65436554","82.05518341","90.55628204","","",
"Kiribati","KIR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.88991547","90.62192535","98.50437927","108.27010345","140.29519653","139.9230957","134.90600586","156.48007202","200.83670044","176.545578","139.495224","148.80270386","154.00323486","162.52476501","162.96076965","123.3463974","147.77731323","175.06552124","196.84797668","","",
"St. Kitts and Nevis","KNA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","458.55938721","451.68023682","473.88653564","487.41549683","491.52450562","551.97991943","678.22387695","692.07739258","856.41271973","842.46270752","828.48223877","872.8114624","829.82159424","877.50299072","804.45458984","884.84606934","1006.637146","1030.47888184","992.59179688","","",
"Korea, Rep.","KOR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.98675537","508.28076172","544.26074219","644.14923096","717.87432861","886.47064209","1065.26647949","1223.17443848","1149.70861816","1106.06408691","1366.38439941","1512.45251465","1566.12280273","1701.15441895","1898.92089844","1918.68969727","2034.43676758","2258.66821289","2542.81811523","","",
"Kuwait","KWT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463.85983276","598.41436768","637.44885254","715.62805176","744.81292725","846.28430176","964.01898193","976.56640625","1072.81335449","1453.46044922","1063.56469727","1272.99243164","1337.65258789","1276.94506836","1409.09362793","1199.36352539","1114.57995605","1560.54174805","1711.22338867","","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275.802157287086","268.830525092489","230.861627846935","241.761932854639","273.588183419117","330.093219564411","385.522088936324","461.344626228179","529.625015948094","525.002806686983","628.946040362024","714.70433927559","711.673186937689","740.457059910442","746.078430595787","659.016525185379","621.713251185579","709.624802658607","654.160533730017","","",
"Lao PDR","LAO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.38795185","14.76590061","13.1817894","17.97390747","16.57514763","17.68591881","19.59955788","25.21406746","27.1896553","36.23551178","34.97488022","27.45368385","32.83571243","43.81321716","45.93084335","52.37848282","54.50793457","61.20571136","57.11195755","","",
"Lebanon","LBN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","479.60198975","459.46578979","418.09030151","385.02694702","370.42245483","345.35742188","400.70999146","445.77624512","477.75701904","515.38916016","577.359375","627.64208984","633.50970459","600.77301025","605.24328613","587.45690918","609.06103516","661.42797852","686.46777344","","",
"Liberia","LBR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.50086308","10.08628559","8.54358292","7.72558451","22.52964973","26.44708443","25.11979103","37.23071289","35.63352966","44.75388718","45.5770874","55.07883072","56.53076553","59.07529831","65.21392822","73.39692688","69.9858551","56.9612236","45.42477798","","",
"Libya","LBY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244.67500305","253.90991211","180.98594666","189.68850708","201.76945496","212.05680847","234.78422546","275.47912598","321.21362305","355.18661499","399.01916504","309.87866211","","","","","","","","","",
"St. Lucia","LCA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289.28430176","288.75674438","304.02978516","322.10931396","314.05532837","337.52008057","392.91213989","439.90484619","427.18515015","426.18545532","430.23776245","461.78833008","454.57470703","482.43463135","423.33096313","426.8598938","471.27960205","473.31924438","464.70913696","","",
"Latin America & Caribbean","LCN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285.236684870217","279.613199669468","238.474205656672","247.153458727197","280.965735426214","337.324162617738","401.079441599048","478.378683646255","548.166115907336","551.904744003231","654.898705724123","730.294118082975","733.253737238432","756.697643543733","760.855972313889","678.805604990769","638.784455478785","727.230486980522","666.92291780532","","",
